Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2015-01-02,39.93306350708008,40.496703728795694,39.74518560501054,39.84766475684424,27913900
2015-01-05,39.565818786621094,39.90741680799367,39.49749722769584,39.59997630833249,39673900
2015-01-06,38.985111236572266,39.9245101728321,38.89117069139582,39.60853100449049,36447900
2015-01-07,39.480445861816406,39.67686560149665,38.84848726593277,39.26694571984827,29114100
2015-01-08,40.64188766479492,40.778527627057116,39.89890807360386,39.92452704848,29645200
2015-01-09,40.30028533935547,40.838306605471224,40.05262765232126,40.658967269350505,23944200
2015-01-12,39.79641342163086,40.599175803615054,39.591455170136825,40.49669342011537,23651900
2015-01-13,39.591461181640625,40.915161220849704,39.33526169949583,40.1124019747285,35270600
2015-01-14,39.24985122680664,39.488973515238165,38.95949100765958,39.24985122680664,29719600
2015-01-15,38.83993148803711,39.608533026210004,38.78015173037394,39.47189311472954,32750800
2015-01-16,39.48897933959961,39.52313687919715,38.57519592811523,38.69475871884193,35695300
2015-01-20,39.61707305908203,39.839114959536516,38.916793079653424,39.540212902425104,36161900
2015-01-21,39.21570587158203,39.403587045504146,38.83994678149155,39.23278627446165,39081100
2015-01-22,40.2490348815918,40.25757345114467,39.352335221920335,39.60853465929038,35898000
2015-01-23,40.29173278808594,40.47107206198557,39.96721177501577,40.44545309650062,26211600
2015-01-26,40.14656448364258,40.24904689538227,39.48898692595749,40.13802591154106,42525500
2015-01-27,36.43164825439453,36.89280914239056,35.961948797844,36.67930909325376,169164000
2015-01-28,35.17626953125,36.5426719016933,35.15065056593469,36.4999725402503,84507100
2015-01-29,35.87655258178711,35.970493139725285,34.83467439004774,34.954233915513505,63585300
2015-01-30,34.501617431640625,35.509338163341965,34.45891480547717,35.4837159360933,78004900
2015-02-02,35.25313186645508,35.329992024909664,34.35643218965332,34.66387282347167,50352500
2015-02-03,35.52641296386719,35.80823464076399,35.05671342679196,35.552035189427755,52082400
2015-02-04,35.73137283325195,36.047352033416026,35.32145307845062,35.81677156051166,41614800
2015-02-05,36.25231170654297,36.41457058323262,35.7484514225828,36.055892037575774,36548200
2015-02-06,36.218162536621094,36.5426836518912,35.99612383107008,36.448743071858786,34616600
2015-02-09,36.17543411254883,36.499954967228454,36.04733283214214,36.07295504287401,31381100
2015-02-10,36.38041687011719,36.52559863667103,36.0217382546661,36.49997966635397,29670700
2015-02-11,36.19252014160156,36.42310052762249,36.04733845066184,36.42310052762249,38262500
2015-02-12,36.79887771606445,36.79887771606445,36.30355591563524,36.431657279953974,33268800
2015-02-13,37.464996337890625,37.464996337890625,36.85011827005245,37.04653796956007,40264900
